epoch,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,precision_val,recall_val,f1_val,precision_test,recall_test,f1_test
1,3.0373912911504437,0.0,0.0,35.370316159250585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.5382804252224727,2.6129862805393254,2.4538809659329246,41.90939695550351,40.85187353629976,39.92974238875878,0.6218264749883193,0.40851873536299765,0.43458372808725954,0.6169105639484977,0.3992974238875878,0.42364575634296675
3,2.4351785610096237,2.6129862805393254,2.4538809659329246,42.92666861826698,40.85187353629976,39.92974238875878,0.6218264749883193,0.40851873536299765,0.43458372808725954,0.6169105639484977,0.3992974238875878,0.42364575634296675
4,2.363051634482533,2.532814987909014,2.3529948621206964,43.018149882903984,40.076112412177984,40.0,0.6300119557429491,0.40076112412177983,0.43315793372176853,0.6359151999638143,0.4,0.4302081781530974
