epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1
1,2.2893415830666655,0.0,43.04156908665105,0.0,0.0,0.0,0.0
2,2.0048961897244615,2.193444031231412,47.540983606557376,46.05386416861827,0.6701770035466755,0.4605386416861827,0.4926701626611548
3,1.8663079092341863,2.193444031231412,51.01873536299766,46.05386416861827,0.6701770035466755,0.4605386416861827,0.4926701626611548
4,1.809211377235834,1.8889875063735448,50.85187353629976,51.97892271662764,0.7476205544746366,0.5197892271662764,0.5864781385921359
