epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1
1,2.0713853002822353,0.0,49.93266978922717,0.0,0.0,0.0,0.0
2,1.7366399481780967,1.8825610666239305,52.508782201405154,50.10538641686183,0.7487349713051676,0.5010538641686183,0.5477201621491451
3,1.5729885041044,1.8825610666239305,56.173887587822016,50.10538641686183,0.7487349713051676,0.5010538641686183,0.5477201621491451
4,1.5220056962542765,1.7565664626685868,56.64812646370024,56.3231850117096,0.7588826818505805,0.563231850117096,0.6221398289213036
