epoch,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,precision_val,recall_val,f1_val,precision_test,recall_test,f1_test
1,3.604742081438909,0.0,0.0,1.4234484777517564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.3838307378722017,3.378721428808765,3.37130951970704,1.599092505854801,1.4929742388758782,1.5222482435597189,0.0011521401006678424,0.014929742388758781,0.002091296369259078,0.0008996359890882934,0.01522248243559719,0.0016580952431954248
3,3.3259158322906046,3.378721428808765,3.37130951970704,1.6173887587822013,1.4929742388758782,1.5222482435597189,0.0011521401006678424,0.014929742388758781,0.002091296369259078,0.0008996359890882934,0.01522248243559719,0.0016580952431954248
4,3.302928548786065,3.352395847579029,3.347764549183935,1.6283665105386418,1.3905152224824355,1.4519906323185012,0.0025966188692761773,0.013905152224824356,0.004122920436937868,0.0020573468915053594,0.014519906323185013,0.003360339907689723
