epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1
1,2.5179547450962136,0.0,38.18793911007026,0.0,0.0,0.0,0.0
2,2.1999957523542397,2.134090478500623,42.90105386416862,39.004683840749415,0.7152749512584305,0.39004683840749416,0.46197260950706126
3,2.060661853866631,2.134090478500623,46.14168618266979,39.004683840749415,0.7152749512584305,0.39004683840749416,0.46197260950706126
4,1.942918208207977,2.1084095114625794,49.0807962529274,38.266978922716625,0.7607075126665928,0.38266978922716627,0.44422986392024466
