epoch,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,precision_val,recall_val,f1_val,precision_test,recall_test,f1_test
1,3.5944160370971896,0.0,0.0,1.3392857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.5675711628983118,3.613178182985181,3.60350348976221,1.3136709601873535,1.3026932084309135,1.3466042154566744,0.0003102954355331719,0.013026932084309134,0.0006045424424193768,0.0003012755817770166,0.013466042154566744,0.0005882608813968859
3,3.5671763368456926,3.613178182985181,3.60350348976221,1.3575819672131149,1.3026932084309135,1.3466042154566744,0.0003102954355331719,0.013026932084309134,0.0006045424424193768,0.0003012755817770166,0.013466042154566744,0.0005882608813968859
4,3.559092946996175,3.631159879336847,3.609720553351699,1.324648711943794,1.288056206088993,1.370023419203747,0.0003154349381793719,0.01288056206088993,0.0006135065667824978,0.00031319406135910485,0.013700234192037471,0.0006106266804789189
