epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1
1,3.499274891190761,0.0,7.48536299765808,0.0,0.0,0.0,0.0
2,3.016468722722057,2.6892181090201333,19.637002341920375,27.91569086651054,0.5615795507510946,0.2791569086651054,0.30577753938952235
3,2.6307146711072673,2.6892181090201333,30.5327868852459,27.91569086651054,0.5615795507510946,0.2791569086651054,0.30577753938952235
4,2.4224863464242956,2.4334533620862926,35.497658079625296,35.76112412177986,0.6395846466903231,0.3576112412177986,0.395310809412167
