epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1
1,2.0489280394902836,0.0,49.86826697892272,0.0,0.0,0.0,0.0
2,1.7562641979714904,1.9710159980402457,53.01229508196721,49.18032786885246,0.7409398431147562,0.4918032786885246,0.5628962754070355
3,1.664045412832878,1.9710159980402457,54.07494145199063,49.18032786885246,0.7409398431147562,0.4918032786885246,0.5628962754070355
4,1.643092064626431,1.813596820675032,54.81850117096019,49.168618266978925,0.7353074299748141,0.49168618266978925,0.5374019865870022
