0.266026,0.197536,0.266026,0.197536,0.191881,0.197536,0.197536,0.158270
0.157604,0.202828,0.157604,0.202828,0.175660,0.202828,0.202828,0.115387
0.251818,0.197580,0.251818,0.197580,0.211163,0.197580,0.197580,0.184242
0.175361,0.247027,0.175361,0.247027,0.228013,0.247027,0.247027,0.174803
0.238597,0.221453,0.238597,0.221453,0.288656,0.221453,0.221453,0.285136
0.178857,0.232856,0.178857,0.232856,0.210895,0.232856,0.232856,0.170909
0.182114,0.210997,0.182114,0.210997,0.191416,0.210997,0.210997,0.175616
0.212952,0.213310,0.212952,0.213310,0.313331,0.213310,0.213310,0.248972
